tiempo_s,Vpv_V,Ipv_A,Ppv_W,D,Vref_V,G_Wm2
0.385000,15.603155,0.461355,7.198587,0.289121,17.061095,100.000000
0.386000,16.944102,0.443625,7.516828,0.289121,17.061095,100.000000
0.387000,18.311860,0.376727,6.898570,0.289121,17.061095,100.000000
0.388000,18.771809,0.324296,6.087616,0.289121,17.061095,100.000000
0.389000,17.790800,0.413197,7.351105,0.289121,17.061095,100.000000
0.390000,16.172979,0.456235,7.378682,0.289121,17.061095,100.000000
0.391000,15.271797,0.463448,7.077690,0.289121,17.061095,100.000000
0.392000,15.874080,0.459214,7.289597,0.289121,17.061095,100.000000
0.393000,17.325172,0.433007,7.501914,0.289121,17.061095,100.000000
0.394000,18.543899,0.353254,6.550705,0.289121,17.061095,100.000000
0.395000,18.656615,0.339745,6.338499,0.289121,17.061095,100.000000
0.396000,17.399502,0.430428,7.489236,0.289121,17.061095,100.000000
0.397000,15.813064,0.459737,7.269844,0.289121,17.061095,100.000000
0.398000,15.290220,0.463344,7.084635,0.289121,17.061095,100.000000
0.399000,16.200142,0.455925,7.386049,0.289121,17.061095,100.000000
0.400000,17.689704,0.418315,7.399871,0.289121,17.061095,100.000000
0.401000,18.706407,0.333280,6.234479,0.289121,17.061095,100.000000
0.402000,18.443901,0.364038,6.714281,0.289121,17.061095,100.000000
0.403000,16.997349,0.442368,7.519084,0.289121,17.061095,100.000000
0.404000,15.536184,0.461819,7.174901,0.289121,17.061095,100.000000
0.405000,15.403957,0.462671,7.126970,0.289121,17.061095,100.000000
0.406000,16.563064,0.450972,7.469474,0.289121,17.061095,100.000000
0.407000,18.022983,0.399271,7.196047,0.289121,17.061095,100.000000
0.408000,18.786283,0.322228,6.053466,0.289121,17.061095,100.000000
0.409000,18.147789,0.390327,7.083566,0.289121,17.061095,100.000000
0.410000,16.587738,0.450572,7.473966,0.289121,17.061095,100.000000
0.411000,15.353834,0.462974,7.108431,0.289121,17.061095,100.000000
0.412000,15.603155,0.461355,7.198587,0.289121,17.061095,100.000000
0.413000,16.944102,0.443625,7.516828,0.289121,17.061095,100.000000
0.414000,18.311860,0.376727,6.898570,0.289121,17.061095,100.000000
0.415000,18.771809,0.324296,6.087616,0.289121,17.061095,100.000000
0.416000,17.790800,0.413197,7.351105,0.289121,17.061095,100.000000
0.417000,16.172979,0.456235,7.378682,0.289121,17.061095,100.000000
0.418000,15.271797,0.463448,7.077690,0.289121,17.061095,100.000000
0.419000,15.874080,0.459214,7.289597,0.289121,17.061095,100.000000
0.420000,17.325172,0.433007,7.501914,0.289121,17.061095,100.000000
0.421000,18.543899,0.353254,6.550705,0.289121,17.061095,100.000000
0.422000,18.656615,0.339745,6.338499,0.289121,17.061095,100.000000
0.423000,17.399502,0.430428,7.489236,0.289121,17.061095,100.000000
0.424000,15.813065,0.459737,7.269844,0.289121,17.061095,100.000000
0.425000,15.290220,0.463344,7.084635,0.289121,17.061095,100.000000
0.426000,16.200142,0.455925,7.386049,0.289121,17.061095,100.000000
0.427000,17.689704,0.418315,7.399871,0.289121,17.061095,100.000000
0.428000,18.706407,0.333280,6.234479,0.289121,17.061095,100.000000
0.429000,18.443901,0.364038,6.714281,0.289121,17.061095,100.000000
0.430000,16.997349,0.442368,7.519084,0.289121,17.061095,100.000000
0.431000,15.536184,0.461819,7.174901,0.289121,17.061095,100.000000
0.432000,15.403957,0.462671,7.126970,0.289121,17.061095,100.000000
0.433000,16.563064,0.450972,7.469474,0.289121,17.061095,100.000000
0.434000,18.022983,0.399271,7.196047,0.289121,17.061095,100.000000
0.435000,18.786283,0.322228,6.053466,0.289121,17.061095,100.000000
0.436000,18.147789,0.390327,7.083566,0.289121,17.061095,100.000000
0.437000,16.587738,0.450572,7.473966,0.289121,17.061095,100.000000
0.438000,15.353834,0.462974,7.108431,0.289121,17.061095,100.000000
0.439000,15.603155,0.461355,7.198587,0.289121,17.061095,100.000000
0.440000,16.944102,4.881972,82.720624,0.289121,17.061095,1000.000000
0.441000,17.784302,4.771044,84.849696,0.289121,17.061095,1000.000000
0.442000,17.583819,4.806295,84.513031,0.289121,17.061095,1000.000000
0.443000,17.566803,4.808986,84.478506,0.289121,17.061095,1000.000000
0.444000,17.565970,4.809116,84.476787,0.289121,17.061095,1000.000000
0.445000,17.565986,4.809113,84.476819,0.289121,17.061095,1000.000000
0.446000,17.565994,4.809112,84.476837,0.289121,17.061095,1000.000000
0.447000,17.565996,4.809112,84.476840,0.289121,17.061095,1000.000000
0.448000,17.565996,4.809112,84.476840,0.289121,17.061095,1000.000000
0.449000,17.565996,4.809112,84.476840,0.289121,17.061095,1000.000000
0.450000,17.565996,4.809112,84.476840,0.246565,18.100177,1000.000000
0.451000,18.572855,4.547201,84.454505,0.246565,18.100177,1000.000000
0.452000,18.572637,4.547287,84.455110,0.245839,18.100177,1000.000000
0.453000,18.589571,4.540571,84.407260,0.245839,18.100177,1000.000000
0.454000,18.589570,4.540571,84.407263,0.245826,18.100177,1000.000000
0.455000,18.589859,4.540456,84.406437,0.245826,18.100177,1000.000000
0.456000,18.589859,4.540456,84.406437,0.245826,18.100177,1000.000000
0.457000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.458000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.459000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.460000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.461000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.462000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.463000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.464000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.465000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.466000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.467000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.468000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.469000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.470000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.471000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.472000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.473000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.474000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.475000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.476000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.477000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.478000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.479000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.480000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.481000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.482000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.483000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.484000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.485000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.486000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.487000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.488000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.489000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.490000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.491000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.492000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.493000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.494000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.495000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.496000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.497000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.498000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.499000,18.589864,4.540454,84.406423,0.245826,18.100177,1000.000000
0.500000,18.589864,4.540454,84.406423,0.245749,18.102046,1000.000000
0.501000,18.591647,4.539740,84.401253,0.245749,18.102046,1000.000000
0.502000,18.591647,4.539741,84.401254,0.245748,18.102046,1000.000000
0.503000,18.591677,4.539728,84.401164,0.245748,18.102046,1000.000000
0.504000,18.591677,4.539728,84.401164,0.245748,18.102046,1000.000000
0.505000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.506000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.507000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.508000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.509000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.510000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.511000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.512000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.513000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.514000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.515000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.516000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.517000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.518000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.519000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.520000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.521000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.522000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.523000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.524000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.525000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.526000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.527000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.528000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.529000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.530000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.531000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.532000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.533000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.534000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.535000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.536000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.537000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.538000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.539000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.540000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.541000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.542000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.543000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.544000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.545000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.546000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.547000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.548000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.549000,18.591678,4.539728,84.401163,0.245748,18.102046,1000.000000
0.550000,18.591678,4.539728,84.401163,0.245748,18.102051,1000.000000
0.551000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.552000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.553000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.554000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.555000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.556000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.557000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.558000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.559000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.560000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.561000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.562000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.563000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.564000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.565000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.566000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.567000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.568000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.569000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.570000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.571000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.572000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.573000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.574000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.575000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.576000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.577000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.578000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.579000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.580000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.581000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.582000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.583000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.584000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.585000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.586000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.587000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.588000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.589000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.590000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.591000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.592000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.593000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.594000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.595000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.596000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.597000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.598000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.599000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.600000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.601000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.602000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.603000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.604000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.605000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.606000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.607000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.608000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.609000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.610000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.611000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.612000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.613000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.614000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.615000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.616000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.617000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.618000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.619000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.620000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.621000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.622000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.623000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.624000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.625000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.626000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.627000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.628000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.629000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.630000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.631000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.632000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.633000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.634000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.635000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.636000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.637000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.638000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.639000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.640000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.641000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.642000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.643000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.644000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.645000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.646000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.647000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.648000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.649000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.650000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.651000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.652000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.653000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.654000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.655000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.656000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.657000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.658000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.659000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.660000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.661000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.662000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.663000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.664000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.665000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.666000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.667000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.668000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.669000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.670000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.671000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.672000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.673000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.674000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.675000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.676000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.677000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.678000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.679000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.680000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.681000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.682000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.683000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.684000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.685000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.686000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.687000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.688000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.689000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.690000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.691000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.692000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.693000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.694000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.695000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.696000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.697000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.698000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.699000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.700000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.701000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.702000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.703000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.704000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.705000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.706000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.707000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.708000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.709000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.710000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.711000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.712000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.713000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.714000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.715000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.716000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.717000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.718000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.719000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.720000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.721000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.722000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.723000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.724000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.725000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.726000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.727000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.728000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.729000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.730000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.731000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.732000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.733000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.734000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.735000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.736000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.737000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.738000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.739000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.740000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.741000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.742000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.743000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.744000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.745000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.746000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.747000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.748000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.749000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.750000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.751000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.752000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.753000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.754000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.755000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.756000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.757000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.758000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.759000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.760000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.761000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.762000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.763000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.764000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.765000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.766000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.767000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.768000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.769000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.770000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.771000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.772000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
0.773000,18.591683,4.539726,84.401147,0.245748,18.102051,1000.000000
